age,b1,b2,c10,c3,c4,c8,dow,employment,i1,i2,i3,i4,i5,marriage-status,month,n2,n3,n4,n5,n6,school,successful_sell
32,no,no,no,False,old,,wed,assistant,1.4,94.465,-41.8,4.864,5228.1,married,jun,3,980,999,0.09434255122536472,0,5 - a lot,no
39,yes,no,no,False,new,,fri,management,-1.8,93.075,-47.1,1.405,5099.1,married,apr,1,650,999,-1.0756901017760303,0,5 - a lot,no
23,yes,no,no,False,old,,fri,customer service,1.1,93.994,-36.4,4.857,5191.0,married,may,1,530,999,-0.23651490587210655,0,3 - a bit more,no
44,yes,no,no,False,old,,tue,customer service,1.4,93.91799999999999,-42.7,4.961,5228.1,divorced,jul,5,980,999,0.6957323083564919,0,3 - a bit more,no
59,yes,no,no,False,new,,tue,laborer,1.4,93.444,-36.1,4.968,5228.1,married,aug,2,990,999,0.4678244116304272,0,3 - a bit more,no
32,no,no,no,False,new,,thu,management,1.4,93.444,-36.1,4.962,5228.1,single,aug,1,660,999,0.3082645320686525,0,5 - a lot,no
24,-1,,yes,False,new,,wed,laborer,1.4,93.91799999999999,-42.7,4.962,5228.1,married,jul,1,670,999,-0.32232217708664523,0,3 - a bit more,yes
52,yes,no,no,False,old,,mon,engineer,1.4,93.444,-36.1,4.965,5228.1,married,aug,2,960,999,1.3061049277025556,0,5 - a decent amount,no
38,no,no,no,False,old,,mon,laborer,1.4,94.465,-41.8,4.961,5228.1,married,jun,1,880,999,-0.7255045593248091,0,2 - a little bit,no
39,yes,yes,no,False,new,,wed,assistant,1.4,93.91799999999999,-42.7,4.963,5228.1,single,jul,1,920,999,0.4524298310655221,0,5 - a lot,no
34,yes,no,no,False,old,no,wed,management,-0.1,93.2,-42.0,4.12,5195.8,single,nov,2,750,999,0.9723446809367766,1,5 - a lot,no
32,yes,no,yes,False,old,,mon,laborer,-0.1,93.2,-42.0,4.191,5195.8,married,nov,1,770,999,0.5789728834932358,0,4 - average amount,yes
39,no,no,no,False,old,,fri,assistant,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,divorced,may,1,820,999,1.4899781566140304,0,5 - a lot,no
56,no,no,no,False,new,,thu,hobbyist,-1.8,93.075,-47.1,1.365,5099.1,married,apr,1,540,999,1.9001728161434517,0,5 - a lot,no
27,yes,no,no,False,new,yes,tue,laborer,-1.8,92.89299999999999,-46.2,1.291,5099.1,married,may,1,960,11,2.4919315136727467,1,3 - a bit more,no
27,no,no,no,False,new,,tue,assistant,1.4,93.91799999999999,-42.7,4.962,5228.1,single,jul,1,750,999,1.1830902500945888,0,4 - average amount,no
48,yes,no,no,False,old,,tue,none,1.1,93.994,-36.4,4.857,5191.0,single,may,1,660,999,-0.40555486766903176,0,1 - almost none,no
39,no,no,yes,unknown,new,,mon,laborer,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,married,may,2,520,999,0.14465833143339987,0,2 - a little bit,yes
52,yes,no,no,False,new,,fri,engineer,-0.1,93.2,-42.0,4.021,5195.8,married,nov,1,680,999,-1.0772154514628072,0,3 - a bit more,no
30,yes,no,no,False,old,,thu,self-employed,1.4,93.91799999999999,-42.7,4.963,5228.1,married,jul,20,790,999,-1.0639657625280763,0,5 - a lot,no
34,yes,no,no,False,new,,tue,engineer,1.4,93.444,-36.1,4.968,5228.1,divorced,aug,3,650,999,-1.3553579003786784,0,5 - a decent amount,no
52,yes,yes,no,unknown,new,,mon,cleaner,1.4,93.444,-36.1,4.963,5228.1,married,aug,2,820,999,-0.8195314415615496,0,1 - almost none,no
54,no,no,no,False,new,,fri,assistant,-0.1,93.2,-42.0,4.021,5195.8,divorced,nov,6,600,999,0.2753923042819753,0,4 - average amount,no
48,yes,yes,no,unknown,new,,wed,customer service,1.4,93.91799999999999,-42.7,4.963,5228.1,married,jul,3,850,999,0.35179576037323773,0,5 - a decent amount,no
28,yes,no,yes,False,new,,wed,engineer,-2.9,92.963,-40.8,1.26,5076.2,single,jun,2,720,999,-1.9934350229866378,0,5 - a decent amount,yes
26,yes,no,no,False,old,,fri,assistant,1.1,93.994,-36.4,4.864,5191.0,married,may,2,750,999,-0.1759390009849227,0,4 - average amount,no
33,no,no,no,False,new,,tue,none,1.4,93.91799999999999,-42.7,4.961,5228.1,single,jul,6,950,999,0.9289312554259194,0,,no
31,no,no,yes,False,new,no,tue,assistant,-1.7,94.027,-38.3,0.904,4991.6,married,aug,2,820,999,-0.02126560868128451,1,5 - a lot,yes
49,no,no,no,False,new,,tue,customer service,1.4,93.444,-36.1,4.968,5228.1,married,aug,1,790,999,1.0592854937825809,0,4 - average amount,no
34,no,no,no,False,old,,tue,hobbyist,1.1,93.994,-36.4,4.857,5191.0,single,may,1,630,999,-0.9102258846471121,0,5 - a decent amount,no
36,yes,no,no,False,new,,mon,laborer,-0.1,93.2,-42.0,4.191,5195.8,married,nov,1,820,999,0.09083432648758508,0,1 - almost none,no
38,no,no,no,False,old,,wed,customer service,1.1,93.994,-36.4,4.8580000000000005,5191.0,married,may,1,910,999,-0.15979555864055814,0,3 - a bit more,no
39,yes,no,no,False,new,,wed,assistant,1.4,93.444,-36.1,4.965,5228.1,single,aug,5,730,999,0.44611659403412435,0,5 - a lot,no
29,yes,yes,no,False,new,,fri,management,1.4,93.91799999999999,-42.7,4.957,5228.1,single,jul,2,620,999,0.266320360557774,0,3 - a bit more,no
34,no,no,no,False,new,,thu,assistant,-1.8,93.075,-47.1,1.365,5099.1,married,apr,1,500,999,-0.6835957312273588,0,5 - a lot,no
50,no,no,no,False,new,,wed,customer service,-1.8,92.89299999999999,-46.2,1.334,5099.1,divorced,may,2,980,999,0.994263587959225,0,4 - average amount,no
29,yes,no,no,False,new,,mon,customer service,1.4,93.91799999999999,-42.7,4.96,5228.1,single,jul,2,510,999,-1.1119604862820802,0,5 - a decent amount,no
48,yes,no,no,False,old,,tue,assistant,1.1,93.994,-36.4,4.857,5191.0,married,may,1,620,999,0.6209227467789086,0,5 - a lot,no
39,yes,no,no,False,new,yes,mon,engineer,-2.9,92.20100000000001,-31.4,0.884,5076.2,married,aug,1,750,4,0.74826161220597,1,5 - a decent amount,no
34,no,no,no,False,new,,wed,assistant,-1.8,92.89299999999999,-46.2,1.27,5099.1,married,may,1,870,999,0.13110930207320293,0,5 - a lot,no
28,yes,no,no,False,new,,thu,laborer,-1.8,93.075,-47.1,1.406,5099.1,single,apr,3,910,999,0.03689182636927425,0,3 - a bit more,no
30,no,no,no,False,new,,mon,assistant,1.4,93.91799999999999,-42.7,4.962,5228.1,married,jul,6,770,999,0.37270936716565123,0,,no
39,no,no,no,False,new,,thu,assistant,1.4,93.91799999999999,-42.7,4.968,5228.1,single,jul,6,900,999,-2.049925280959937,0,4 - average amount,no
30,yes,no,yes,False,new,yes,tue,student,-1.8,93.369,-34.8,0.637,5008.7,single,mar,1,620,9,0.7256420486669821,1,,yes
42,no,no,no,False,new,no,wed,engineer,-2.9,92.20100000000001,-31.4,0.879,5076.2,married,aug,1,730,999,1.475553354055213,1,5 - a decent amount,no
39,yes,no,no,False,old,,fri,laborer,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,married,may,1,590,999,1.0769507923850954,0,4 - average amount,no
56,no,no,no,unknown,new,,thu,engineer,1.4,93.91799999999999,-42.7,4.968,5228.1,divorced,jul,12,850,999,0.5164579369312174,0,5 - a lot,no
50,yes,yes,no,False,new,,fri,management,-1.8,93.075,-47.1,1.405,5099.1,married,apr,1,630,999,-0.1530298652889901,0,5 - a lot,no
42,yes,no,no,False,new,,wed,laborer,-1.8,92.89299999999999,-46.2,1.281,5099.1,married,may,1,500,999,-0.4236246311591318,0,1 - almost none,no
40,no,no,no,False,old,,fri,laborer,1.4,94.465,-41.8,4.959,5228.1,married,jun,1,530,999,-0.2662294118871436,0,3 - a bit more,no
47,yes,yes,no,False,new,,thu,assistant,1.4,93.444,-36.1,4.962,5228.1,married,aug,6,890,999,-0.33149270614810317,0,4 - average amount,no
40,no,no,no,False,old,,wed,engineer,1.1,93.994,-36.4,4.859,5191.0,married,may,1,950,999,-0.6172309333910061,0,5 - a decent amount,no
60,no,no,yes,False,new,,tue,leisure,1.4,93.91799999999999,-42.7,4.961,5228.1,divorced,jul,5,680,999,0.49586282550784716,0,5 - a decent amount,yes
27,yes,no,yes,False,new,yes,mon,assistant,-1.8,93.369,-34.8,0.639,5008.7,single,mar,3,550,6,-1.3434361347321728,2,,yes
32,yes,no,no,False,old,,wed,laborer,1.4,94.465,-41.8,4.962,5228.1,single,jun,2,570,999,-0.39309624392275255,0,4 - average amount,no
58,no,no,no,False,new,,fri,leisure,-0.1,93.2,-42.0,4.021,5195.8,divorced,nov,2,750,999,-0.5924655320384495,0,5 - a decent amount,no
44,yes,no,no,unknown,old,,tue,laborer,1.1,93.994,-36.4,4.857,5191.0,married,may,3,920,999,-1.172441752701301,0,,no
32,no,no,no,unknown,old,,fri,assistant,1.1,93.994,-36.4,4.864,5191.0,single,may,3,880,999,0.33659846210789934,0,5 - a lot,no
33,yes,no,no,False,old,,mon,engineer,1.1,93.994,-36.4,4.857,5191.0,married,may,1,900,999,-1.1020052402506442,0,3 - a bit more,no
